arXiv,prediction
astro-ph/0001001,0.49659318688442233
astro-ph/0001002,0.4932740485988381
astro-ph/0001003,0.5007880179726275
astro-ph/0001006,0.502466799727441
astro-ph/0001007,0.5054332078735284
astro-ph/0001009,0.5024082233628009
astro-ph/0001010,0.4978556468793079
astro-ph/0001011,0.4995202924017833
astro-ph/0001016,0.504618495249051
astro-ph/0001019,0.4984781277279063
astro-ph/0001021,0.504680514987578
astro-ph/0001022,0.50074241342074
astro-ph/0001023,0.4946201840786855
astro-ph/0001024,0.5039265410218494
astro-ph/0001026,0.5025440657353061
astro-ph/0001027,0.4965420201947875
astro-ph/0001030,0.508135274475943
astro-ph/0001032,0.4982077969739596
astro-ph/0001034,0.5003421826247949
astro-ph/0001038,0.5041517390181709
astro-ph/0001039,0.5011452056700814
astro-ph/0001043,0.5051866171254077
astro-ph/0001044,0.4977746808003789
astro-ph/0001046,0.49362627190621683
astro-ph/0001049,0.505336196261855
astro-ph/0001052,0.4990308046061499
astro-ph/0001053,0.5025025377421792
astro-ph/0001054,0.501321047670077
astro-ph/0001055,0.4950791916616558
astro-ph/0001057,0.5010582263808667
astro-ph/0001060,0.4999828718212023
astro-ph/0001063,0.505049702703348
astro-ph/0001064,0.500764223966053
astro-ph/0001066,0.5013708068855864
astro-ph/0001067,0.5054171086191532
astro-ph/0001068,0.5015839727714125
astro-ph/0001070,0.49593483844067376
astro-ph/0001072,0.5061165535797927
astro-ph/0001075,0.4997440445461314
astro-ph/0001076,0.49998228282852397
astro-ph/0001078,0.4947968960478189
astro-ph/0001080,0.49952961396305084
astro-ph/0001081,0.4955126928466827
astro-ph/0001082,0.5027254891115109
astro-ph/0001083,0.5057451127618338
astro-ph/0001084,0.49488668386924645
astro-ph/0001086,0.4939276620751524
astro-ph/0001087,0.5039405636472837
astro-ph/0001089,0.5086111361738391
astro-ph/0001090,0.4976337780917161
astro-ph/0001091,0.5003750782570269
astro-ph/0001092,0.5051111081503855
astro-ph/0001094,0.5040543040584805
astro-ph/0001096,0.5037982668740382
astro-ph/0001098,0.4990594170456857
astro-ph/0001100,0.5012723218971691
astro-ph/0001102,0.5083807408280722
astro-ph/0001103,0.49623293740266794
astro-ph/0001104,0.49644255541700477
astro-ph/0001105,0.5031059258878962
astro-ph/0001106,0.5022021791750731
astro-ph/0001107,0.5029895643988396
astro-ph/0001108,0.5001391251118339
astro-ph/0001113,0.4979238428869908
astro-ph/0001116,0.4932921355514121
astro-ph/0001118,0.49606794798476656
astro-ph/0001120,0.504325017203649
astro-ph/0001124,0.4995715204062513
astro-ph/0001126,0.5040105554299432
astro-ph/0001132,0.49228744473400143
astro-ph/0001133,0.5025484304020703
astro-ph/0001135,0.4983985657528173
astro-ph/0001140,0.5036286260124945
astro-ph/0001141,0.5070944873129621
astro-ph/0001142,0.5019838308918654
astro-ph/0001143,0.5043409604062937
astro-ph/0001146,0.49635577187243574
astro-ph/0001147,0.5036392216874409
astro-ph/0001149,0.49487874809888566
astro-ph/0001152,0.5039538560520505
astro-ph/0001154,0.5020521021411891
astro-ph/0001155,0.5041656485014164
astro-ph/0001156,0.505684261502634
astro-ph/0001157,0.49933555729471657
astro-ph/0001162,0.5095254831626187
astro-ph/0001163,0.49626841332945937
astro-ph/0001164,0.5027972947926425
astro-ph/0001166,0.5060125514066092
astro-ph/0001169,0.5075566968139629
astro-ph/0001170,0.5050904627917849
astro-ph/0001171,0.5041428508512453
astro-ph/0001172,0.5012971644106475
astro-ph/0001174,0.50315850677907
astro-ph/0001175,0.50077517877016
astro-ph/0001176,0.4942265188811893
astro-ph/0001179,0.5065355840389882
astro-ph/0001180,0.49682499231771576
astro-ph/0001181,0.4956804189340093
astro-ph/0001183,0.5034901211392097
astro-ph/0001186,0.49883607768185245
astro-ph/0001187,0.49788063356080153
astro-ph/0001195,0.4993615376483196
astro-ph/0001198,0.5009947355351888
astro-ph/0001200,0.5049799098017912
astro-ph/0001201,0.5049146716121496
astro-ph/0001202,0.49860451673103495
astro-ph/0001203,0.5025127932167263
astro-ph/0001204,0.49851218151127974
astro-ph/0001205,0.49769126177069867
