epoch,pos_train_loss,neg_train_loss,pos_test_loss,neg_test_loss,pos_train_acc,neg_train_acc,pos_test_acc,neg_test_acc
0,0.7428230798530843,,0.7428201943145266,0.7478276774432688,1.0,,1.0,0.0
1,0.6908264924895254,0.7385309795814178,0.6936054586969199,0.7372849669139444,0.9375896700143472,0.396700143472023,0.9155844155844156,0.4155844155844156
2,0.6673332961885075,0.7389895791870718,0.6706514652561633,0.73890657520157,0.9440459110473458,0.37087517934002867,0.9155844155844156,0.38961038961038963
3,0.6490699767308519,0.7449740463860682,0.6519257253918439,0.7449877287017552,0.9540889526542324,0.31922525107604016,0.935064935064935,0.33766233766233766
4,0.6423540201458984,0.7455601657254244,0.6448629951732894,0.7443506243172748,0.9598278335724534,0.3113342898134864,0.935064935064935,0.3246753246753247
5,0.6399865499433748,0.7425507193485635,0.6421234984670324,0.7416136216525131,0.9519368723098995,0.30774748923959827,0.9285714285714286,0.33116883116883117
6,0.6411882149949204,0.7367271824074083,0.6431379042497833,0.7368925185509725,0.9483500717360115,0.36083213773314204,0.9285714285714286,0.36363636363636365
7,0.6244002586633353,0.7537009641361752,0.6262566256787303,0.7507508878559033,0.9641319942611191,0.2568149210903874,0.9415584415584416,0.3051948051948052
8,0.6309549478712251,0.7452452871065057,0.632612133481556,0.7421686977235639,0.9526542324246772,0.3034433285509326,0.9285714285714286,0.3246753246753247
9,0.6281593273523773,0.7444316401520245,0.6297294940190556,0.743248327096776,0.9519368723098995,0.34218077474892394,0.9285714285714286,0.34415584415584416
10,0.632970436918541,0.7416022455844561,0.6344788573247722,0.7374150702159812,0.9390243902439024,0.38737446197991393,0.9285714285714286,0.4090909090909091
11,0.626790816870935,0.7415058152198288,0.6283565835742245,0.7420261250003246,0.9411764705882353,0.4139167862266858,0.922077922077922,0.4025974025974026
12,0.6240507436874464,0.7474530113245956,0.6256108572652123,0.7438711567150815,0.9390243902439024,0.3952654232424677,0.922077922077922,0.4155844155844156
13,0.6185339065452284,0.7489002731446729,0.6201282142501753,0.7482462573817926,0.9383070301291249,0.4253945480631277,0.922077922077922,0.4155844155844156
14,0.6178125795169661,0.7512860411205206,0.6193845077158201,0.7481813949943631,0.9325681492109039,0.3988522238163558,0.922077922077922,0.42857142857142855
15,0.6281162923771044,0.7395654827768796,0.6294671006225354,0.7376451752863927,0.9081779053084649,0.5028694404591105,0.9025974025974026,0.5324675324675324
16,0.6255730364630914,0.7441416701060196,0.626875958707027,0.7393741646996411,0.9110473457675753,0.4612625538020086,0.9025974025974026,0.538961038961039
17,0.6249209757479395,0.7429120581778476,0.6265110410241487,0.7395460096116714,0.9053084648493543,0.4949784791965567,0.8961038961038961,0.512987012987013
18,0.6246113688727417,0.742211727726534,0.6261435970287932,0.7392521423504027,0.9017216642754663,0.503586800573888,0.8961038961038961,0.538961038961039
19,0.6261975241270092,0.7422889592472173,0.6279649426205905,0.7373786077310678,0.8995695839311334,0.5129124820659972,0.8831168831168831,0.5454545454545454
20,0.6258652254334781,0.7435696608939661,0.6275886764694071,0.737197012162918,0.8895265423242468,0.5157819225251076,0.8701298701298701,0.5454545454545454
21,0.6248569913671295,0.7384300685984968,0.6268204160245919,0.7376639109139977,0.8873744619799139,0.5624103299856528,0.8701298701298701,0.5714285714285714
22,0.6237265167868192,0.7439094376254154,0.6256871160627815,0.7387029923448925,0.8866571018651362,0.5265423242467718,0.8701298701298701,0.5454545454545454
23,0.6266564027119256,0.7357718323940587,0.6284318013332323,0.7352280117285545,0.866571018651363,0.5860832137733142,0.8506493506493507,0.5844155844155844
24,0.6251658424575224,0.7391543038436027,0.6269498699060962,0.7363417805160044,0.8708751793400287,0.5674318507890961,0.8571428571428571,0.577922077922078
25,0.6295797464891515,0.736579598083998,0.6314048939005507,0.7316590311606267,0.857245337159254,0.5760401721664276,0.8441558441558441,0.5974025974025974
26,0.631355379112678,0.7313406445504398,0.632960590866577,0.7295623131889784,0.8493543758967002,0.6269727403156384,0.8311688311688312,0.6363636363636364
27,0.6318851055161636,0.732557958466786,0.633968068104157,0.7288405923876669,0.8543758967001435,0.5853658536585366,0.8376623376623377,0.6103896103896104
28,0.6258273949869639,0.7365311788977849,0.6277297879274316,0.7341746867804895,0.8593974175035868,0.6076040172166427,0.8506493506493507,0.5909090909090909
29,0.6303812076141752,0.7317048513317419,0.6321757358018442,0.7296253523218831,0.8428981348637016,0.6549497847919655,0.8181818181818182,0.6298701298701299
30,0.6238015886634101,0.7410046861017897,0.6259380506497719,0.7359764824278511,0.8586800573888091,0.5746054519368723,0.8376623376623377,0.6038961038961039
31,0.6214082940515051,0.7431246717229436,0.623524573276548,0.738219861667499,0.860832137733142,0.5710186513629842,0.8441558441558441,0.5909090909090909
32,0.6339710121414148,0.7267787097766968,0.6358558528558068,0.7255946329664134,0.8314203730272597,0.6822094691535151,0.8116883116883117,0.6623376623376623
33,0.6269766981330096,0.7342488920626722,0.628787860493375,0.7321223033534238,0.832855093256815,0.6319942611190817,0.8116883116883117,0.6363636363636364
34,0.6363374134952988,0.728334351243588,0.638256492547318,0.7229199824462939,0.8314203730272597,0.6470588235294118,0.8116883116883117,0.6558441558441559
35,0.6369841135942904,0.7285771853120305,0.638801740013492,0.7221579102464207,0.8206599713055954,0.6707317073170732,0.8051948051948052,0.6818181818181818
36,0.6322488611925784,0.731167985327346,0.6343739549251773,0.726617482443294,0.8342898134863702,0.633428981348637,0.8116883116883117,0.6428571428571429
37,0.6242693191349443,0.7379262884544213,0.6266449773560749,0.7344018208549712,0.8479196556671449,0.6018651362984218,0.8246753246753247,0.6103896103896104
38,0.6299662349906733,0.7329391482388854,0.6321645398160252,0.7285628004718013,0.8335724533715926,0.6284074605451937,0.8116883116883117,0.6363636363636364
39,0.6211365160571565,0.7359279731767738,0.6232932715935262,0.7372907832767808,0.8464849354375896,0.6305595408895266,0.8311688311688312,0.6298701298701299
40,0.6355014787981009,0.7262785776969433,0.6379374862686003,0.7226029927233613,0.8256814921090387,0.6664275466284074,0.7922077922077922,0.6493506493506493
41,0.6300874129893282,0.7331324124255059,0.6322991469406803,0.7281475688909609,0.8314203730272597,0.6248206599713056,0.8051948051948052,0.6428571428571429
42,0.6340105540109052,0.7231018821592177,0.636157008371928,0.7235095179744712,0.8185078909612625,0.7058823529411765,0.7987012987012987,0.7077922077922078
43,0.6337679084221601,0.7277104021076363,0.636024659778792,0.7239563751479109,0.8278335724533716,0.6685796269727403,0.7987012987012987,0.6623376623376623
44,0.6368533428291935,0.7243475697335017,0.6387875802541993,0.7207963286714288,0.8206599713055954,0.6915351506456241,0.7922077922077922,0.6948051948051948
45,0.6285896367663236,0.733230974709289,0.6309307790722418,0.7291443007983384,0.8335724533715926,0.6327116212338594,0.8051948051948052,0.6363636363636364
46,0.6317900892910558,0.7299252457638503,0.6338114376158295,0.7258784012192159,0.8285509325681492,0.6592539454806313,0.8051948051948052,0.6558441558441559
47,0.6336967218090104,0.7253579983404287,0.635480062349124,0.7234034632831703,0.8142037302725968,0.7051649928263989,0.7987012987012987,0.6948051948051948
48,0.6282237795958314,0.7284492639008232,0.6304233637919073,0.72890681297567,0.827116212338594,0.6649928263988523,0.7987012987012987,0.6558441558441559
49,0.6320478647924923,0.7276544287903044,0.634386740822216,0.7250165166690399,0.8177905308464849,0.6743185078909613,0.7922077922077922,0.6623376623376623
50,0.6408494883879875,0.7222679501116336,0.6420942554477531,0.716245476279473,0.757532281205165,0.7675753228120517,0.7662337662337663,0.7922077922077922
51,0.6424514459740838,0.7179388913144495,0.6441938394164108,0.7147427803206715,0.7568149210903874,0.7769010043041606,0.7662337662337663,0.7987012987012987
52,0.6422263204308981,0.7192501175227384,0.6441650409152789,0.7148827404902025,0.7847919655667145,0.736728837876614,0.7727272727272727,0.7467532467532467
53,0.6363466924201957,0.7215432802906383,0.6380248839848589,0.7204119346919549,0.7926829268292683,0.7252510760401721,0.7727272727272727,0.7207792207792207
54,0.6328016699164588,0.7283353873584864,0.6347858212736315,0.7238929125111178,0.8163558106169297,0.6994261119081779,0.7922077922077922,0.6948051948051948
55,0.64018980830243,0.7196504045282666,0.6423129951947323,0.7166580267304052,0.7890961262553802,0.7281205164992827,0.7727272727272727,0.7402597402597403
56,0.6378405279808123,0.7256626525781351,0.6401067287791069,0.718711115660334,0.7991391678622669,0.7073170731707317,0.7727272727272727,0.7207792207792207
57,0.640054011494781,0.7177809485728315,0.642354889233499,0.716436443239217,0.7905308464849354,0.7503586800573888,0.7727272727272727,0.7597402597402597
58,0.6301928992059417,0.7250139457502124,0.6326735541935686,0.7263817499984464,0.8242467718794835,0.6721664275466284,0.7987012987012987,0.6558441558441559
59,0.6371234341209594,0.7257728894092143,0.639537264014963,0.7196304782228508,0.8077474892395983,0.693687230989957,0.7922077922077922,0.6883116883116883
60,0.6461287522399183,0.7160405049461607,0.6479335690960519,0.7110150704859621,0.7417503586800573,0.8048780487804879,0.7597402597402597,0.7987012987012987
61,0.6398549351604605,0.72075621540366,0.642343271756671,0.7173001164083183,0.8034433285509326,0.7094691535150646,0.7922077922077922,0.6818181818181818
62,0.6532657388776566,0.7094820497120984,0.6546131545567455,0.7040345280265883,0.727403156384505,0.8055954088952654,0.7467532467532467,0.8376623376623377
63,0.6351892726488231,0.722506765212333,0.6374815742764219,0.7212595545953945,0.793400286944046,0.7216642754662841,0.7727272727272727,0.7272727272727273
64,0.6394796609614588,0.715906361235229,0.6417550732019209,0.7167525957021137,0.7783357245337159,0.7718794835007173,0.7727272727272727,0.7597402597402597
65,0.6341224586039521,0.721427403447651,0.636542530274967,0.7219383896502328,0.8041606886657102,0.7295552367288379,0.7792207792207793,0.7207792207792207
66,0.6385641870131159,0.7224013549402772,0.640904122361991,0.7175107086285372,0.7912482065997131,0.7517934002869441,0.7792207792207793,0.7727272727272727
67,0.6436025776973844,0.7140882684578662,0.6457444559709008,0.7124887811735194,0.7417503586800573,0.8034433285509326,0.7597402597402597,0.8246753246753247
