epoch,pos_train,neg_train,pos_test,neg_test
0,0.25899223376179525,1.4755765821824929,0.26336787016120683,1.4632071119871977
1,0.941292828984608,0.4933966092361098,0.9553799906441147,0.4858402734421244
2,1.169058665848624,0.37111604639956114,1.1855439055942325,0.3648755066839626
3,1.2117903714923457,0.3524562922984991,1.2286860580508134,0.34643774312990044
4,1.2192942496319756,0.349278539439335,1.236269251557624,0.3432981300551356
5,1.2205783471913818,0.34872157307969776,1.2375697102139076,0.34274732544700887
6,1.2207780995786932,0.3486181221516108,1.23777293713582,0.34264085300662683
7,1.2207829238858738,0.3485943840558572,1.2377773785078867,0.34261369631072225
8,1.2207578533541517,0.34858353627788596,1.2377506066100101,0.34259987610995707
9,1.2207308218138586,0.3485740430320782,1.237724404529771,0.34258908937089855
10,1.2207188086322294,0.34855782054440076,1.2377157623279404,0.3425733176211779
11,1.2207046038631932,0.34854298399811473,1.2376997578417217,0.3425560128347099
12,1.2206798033707191,0.34853213456921883,1.2376709042925458,0.34254084446113114
13,1.220654705572272,0.34852104832913916,1.2376426525766044,0.3425283496576634
14,1.2206187299555313,0.34851400541246735,1.2376083361540433,0.3425187143046595
15,1.22059010433508,0.34850374378356924,1.237584467131572,0.34250932147012225
16,1.220561656555894,0.3484947803920157,1.2375573150186305,0.3424948145534215
17,1.2205326121083722,0.34848580677696134,1.2375259814588428,0.3424847321476432
18,1.2205068590912658,0.3484760996611731,1.2374992804033416,0.34247281506680793
19,1.220482394129271,0.3484654183496364,1.2374726776583889,0.34245992511775736
20,1.2204528027410206,0.3484572579425758,1.2374407777120446,0.3424481392086626
21,1.2204300590628325,0.3484461049591696,1.237414495293219,0.3424361985933782
22,1.22040476318303,0.3484363726006612,1.2373885453152775,0.3424225814326981
23,1.2203769834458584,0.34842746523648077,1.237354043349113,0.34241318310783847
24,1.2203580480563694,0.34841620633621845,1.237332089611281,0.3423990778410307
