epoch,pos_train,neg_train,pos_test,neg_test
0,0.6928211062345887,0.6934619584212673,0.6929535948887541,0.6934459517802761
1,1.95762916370288,0.14432092571204902,1.9772558391306045,0.14762654541019665
2,1.9694697245769794,0.12471693932366605,2.005695965455942,0.13367521433581483
3,1.8839151781536534,0.09613611742058888,1.9717157079055503,0.1238135340321922
4,1.6128912547377305,0.07043738900998651,1.8190171743668888,0.12210173621226213
5,1.3450090083809394,0.05259973959454334,1.705991247780475,0.12593600104889327
6,1.0935286354965446,0.04101474517848897,1.637223040898774,0.1439886887555077
7,0.8773628916721137,0.03271235711099625,1.5887101429590471,0.16509571569596299
8,0.6755179847652,0.026610612060143955,1.5266141324222091,0.18672353843906436
9,0.49371891342741797,0.022062215356259598,1.4642120620008483,0.20801887214261477
10,0.3450964831758768,0.018789863871592177,1.389728784978479,0.2285159537886039
11,0.22911047904595272,0.016489118231086872,1.3070762284680986,0.24903349519635257
12,0.1500064129516817,0.014864603386882206,1.2361751123712899,0.27008619918507426
13,0.09840799816418443,0.01361547443082866,1.1746832185485139,0.28963624047885994
14,0.06690666140982154,0.012472669659916145,1.127820563567866,0.3066237695585674
15,0.04752095677203862,0.011455485692820606,1.0970614616673398,0.3208989628046349
16,0.03551246852485146,0.010490255832391968,1.0748430599797982,0.3315318080228914
17,0.02758263098362808,0.009617205331681955,1.0625778446053475,0.34035730656460383
18,0.022208252668623786,0.008825671145634992,1.0538587559963504,0.347086958132202
19,0.01834859988444822,0.008121862691983327,1.0505740926957403,0.3526602112248519
20,0.015526509196409532,0.007496022256379269,1.048284903565185,0.3572880210385664
21,0.013362305023337987,0.006943502224179686,1.0489934480227545,0.3614001748653813
22,0.011685318579850683,0.006454023399302747,1.050824048860624,0.3649586383031644
23,0.010337436263257097,0.00601614391133298,1.0522345748924182,0.3680491526074047
24,0.00924612917163836,0.005628967163916851,1.0551395712618707,0.370873036498934
25,0.008340466309255551,0.005281841606882202,1.0584685851816662,0.373453752416672
26,0.007583728568229498,0.004969238011942033,1.0609704056191869,0.375718853624512
27,0.006942480512102924,0.004687568656522941,1.0647041650677729,0.3778510430935341
28,0.006393831842502553,0.004432635896513467,1.0684629869482336,0.37978520337642885
29,0.005920199822245401,0.004200955995493273,1.0722716313595746,0.38157677403913015
30,0.005504693430976649,0.003990156505687701,1.0759804759821605,0.3833875772206118
31,0.0051393108096144694,0.0037973827605910604,1.0796804951047703,0.38507981137864944
32,0.0048151872143618124,0.0036210397162427365,1.0832614930215612,0.3868366335141718
33,0.004526843809704885,0.0034581911454957728,1.0868352162357813,0.38847311465861195
34,0.004268471660076888,0.003307867587089951,1.090345995404578,0.39002895598892595
35,0.004035759041554725,0.0031694245979582963,1.093758195591294,0.3915059108447828
36,0.0038250649931971625,0.0030407614891251496,1.0971200785836346,0.3929482053808083
37,0.0036337052385042646,0.0029214526527209807,1.1004306956570349,0.39433931167358993
38,0.003459273078743955,0.002810306094230776,1.103684642433946,0.395643821460459
39,0.0032996222002356734,0.0027064911781166027,1.106835108791556,0.39690763450083977
40,0.003153160884046161,0.0026093178448553683,1.1099581137460977,0.39809426176366075
41,0.0030178091784242114,0.002518560077007158,1.1129891871141522,0.3992894759746803
42,0.002892840481474989,0.0024332015642767324,1.1159887882784223,0.4004219352876097
43,0.002777149752826779,0.002353056990230318,1.1188725528250998,0.40152766207138385
44,0.002669723279478731,0.002277658984065963,1.1217495436099474,0.40259411271814943
45,0.0025697867318448045,0.002206555906065609,1.1245281466633457,0.40362714392484034
46,0.002476336541106996,0.0021394709892448246,1.127280445947104,0.40466235670312545
47,0.0023891163297399833,0.0020760538542298375,1.1299346870671414,0.4056557822463317
48,0.0023072888779144193,0.00201589011646656,1.1325824979403756,0.40665362538783756
49,0.002230354728324833,0.0019589583770361486,1.135136325460609,0.4076304609333425
50,0.0021581492356113775,0.0019048183927677068,1.1376683525392965,0.4085663801663494
51,0.0020900040156511123,0.0018534529911837102,1.1401022960390694,0.4094923367487901
52,0.0020259417417579887,0.001804420070687169,1.1426343183539438,0.41038513872473975
53,0.001965117522919243,0.0017578550142361808,1.1449946095838308,0.41127237957004004
54,0.0019077512584045966,0.0017133415507472568,1.1473538202026192,0.41211289258796036
55,0.001853225198031737,0.001670873048041393,1.1496677716712211,0.4129653002604269
56,0.0018015413789805633,0.0016303076392598253,1.1518922583748301,0.4137942345834852
57,0.0017524798726167236,0.001591515158074862,1.154110672578248,0.41458696217772567
58,0.0017056832617082524,0.001554476324343638,1.1562783951592126,0.4153808921514659
59,0.0016611244526483267,0.0015189232236619314,1.1584107061899145,0.41614991123107875
60,0.00161868552764294,0.001484851418109903,1.1604890717509189,0.4169123327281336
61,0.0015781883438196083,0.0014521660601147148,1.1625678024623982,0.41765141911204273
62,0.001539419883856201,0.0014208626280851375,1.164613726273515,0.41838296628641747
63,0.0015024676688380081,0.0013906723901612455,1.1666203888718258,0.4190844747881946
64,0.0014670885095278885,0.001361691500822341,1.1685883039021967,0.41979882762535503
65,0.0014333107849167023,0.0013337572842529789,1.170549832678439,0.4204879780469414
66,0.001400881360407425,0.0013069356244671758,1.1724607591927247,0.42115736473464593
67,0.0013698808680747698,0.0012810009186905744,1.174386825315262,0.42183696594787834
68,0.0013400292131225578,0.001256057524310656,1.1762496561119553,0.42249258210382157
69,0.0013114390944093644,0.0012319490018343475,1.1780908040172064,0.42315268851419685
70,0.0012838992874568448,0.0012087698202630805,1.1799040089258714,0.4237916401533064
71,0.001257414290320915,0.0011863393825148746,1.1816637753652894,0.4244197004116286
72,0.0012319234161665756,0.0011646369497272109,1.1834457015815156,0.425049733641195
73,0.001207399508552934,0.0011436753140659248,1.1851757036656514,0.4256559874145795
74,0.0011837321482964114,0.0011234737415570745,1.186871615790675,0.42627635897381355
75,0.0011609721836776743,0.0011038692993676374,1.1885836542143857,0.426863939189378
76,0.0011389795403071038,0.0010848889369853311,1.1902538612867852,0.42745351820897487
77,0.0011177577154656733,0.0010665402077046102,1.1918647145497558,0.4280295694694659
78,0.0010972256329656804,0.0010487835979459544,1.1934807235083047,0.42860943082466674
79,0.001077378638557208,0.0010315324105135716,1.1950877763712384,0.42916833388796993
80,0.001058185142612114,0.0010148004107573686,1.1966699278715716,0.42973271911731936
