arXiv,prediction
astro-ph/9807240,0.4918715854158607
astro-ph/0002310,0.6002288055980346
astro-ph/0407294,0.6037704340202211
astro-ph/0203134,0.60081702199026
astro-ph/9802350,0.6027696138083782
astro-ph/0304234,0.6045234154385316
astro-ph/0302207,0.6029553831729668
astro-ph/0506249,0.5485229389461909
astro-ph/0003455,0.5057808330202792
astro-ph/9901087,0.5348503088304118
astro-ph/0102396,0.6040633699881366
astro-ph/0205387,0.600430061840749
astro-ph/9912071,0.49445459481669757
0804.3325,0.6063867468550878
astro-ph/0005124,0.6028137736858148
astro-ph/0210567,0.5966690186172302
astro-ph/0102163,0.6028635030487913
0905.0695,0.6030905046914683
astro-ph/9802153,0.6051194331066565
astro-ph/9610270,0.45337994241281676
0908.4274,0.6059632520670787
0805.0594,0.6052832246816976
astro-ph/9707032,0.6045815637075217
astro-ph/0508177,0.6030729381219455
astro-ph/0111575,0.6035199969554811
astro-ph/0611934,0.49096612636237974
astro-ph/9910353,0.6036988983753112
1005.1955,0.6013589024267966
astro-ph/0302209,0.6045609547215431
astro-ph/9807326,0.604734934458988
astro-ph/0104490,0.6064195530147949
0803.0586,0.6063051185397794
astro-ph/0406513,0.6044836861054795
astro-ph/9901366,0.6006879888928343
astro-ph/9902317,0.6052394003721829
astro-ph/0210450,0.5480058979662084
astro-ph/9912056,0.47894218703437186
astro-ph/0012207,0.6063888243112198
astro-ph/0304551,0.5427223169782963
astro-ph/0309368,0.604369983744287
0803.0547,0.6045272156012412
astro-ph/0206177,0.6022008864138395
astro-ph/0206256,0.6023996125215645
astro-ph/0106428,0.5468001803147359
astro-ph/0609314,0.605549954821236
astro-ph/9706047,0.5050724114454843
astro-ph/9610162,0.6018429570065378
astro-ph/9604151,0.6022711448099181
astro-ph/9812248,0.59946909876769
astro-ph/0411324,0.6002618241842088
