epoch,pos_train_loss,neg_train_loss,pos_test_loss,neg_test_loss,pos_train_acc,neg_train_acc,pos_test_acc,neg_test_acc
0,0.7410111932617446,,0.7410322036992636,0.7507808124229919,1.0,,1.0,0.0
1,0.6547388265861758,0.7467003224117653,0.6608586630938484,0.7492724009302022,0.9544827586206897,0.3673328738800827,0.9254658385093167,0.2919254658385093
2,0.6363003693332204,0.7468265076283247,0.6427725653422771,0.7473091300009199,0.9551724137931035,0.378099173553719,0.9440993788819876,0.3167701863354037
3,0.6298107509013149,0.7468471133723309,0.6360669939653898,0.7467016422807216,0.956551724137931,0.3673328738800827,0.9503105590062112,0.32919254658385094
4,0.6174304052700841,0.7539463223385576,0.6242949505555775,0.7537094702213248,0.9586206896551724,0.3608815426997245,0.9503105590062112,0.32298136645962733
5,0.6025974622794826,0.7676849646748586,0.6105260371453376,0.766367580805393,0.9655172413793104,0.30503795721187027,0.9565217391304348,0.2670807453416149
6,0.6002019065955126,0.768302166414199,0.6079206629298735,0.766148022066031,0.9579310344827586,0.36639118457300274,0.9503105590062112,0.32919254658385094
7,0.6020235192818554,0.7659176832676202,0.6100482353967426,0.7623195946014526,0.9448275862068966,0.38705234159779617,0.9440993788819876,0.35403726708074534
8,0.6243892434360517,0.7387328615361277,0.6319108519592772,0.7387915126147988,0.8951724137931034,0.5475206611570248,0.8819875776397516,0.5341614906832298
9,0.6073990806985733,0.7543082657754928,0.6156225437629832,0.753798673452994,0.9110344827586206,0.5,0.9006211180124224,0.4658385093167702
10,0.6280773064091494,0.7357451234932841,0.6360196964007249,0.732645177429218,0.8586206896551725,0.616551724137931,0.8385093167701864,0.6521739130434783
11,0.6313176361908233,0.7307260690162107,0.639235658641281,0.728746719656297,0.86,0.627842866988284,0.8385093167701864,0.6645962732919255
12,0.618423007213674,0.7412473279286503,0.6268008641436977,0.7397069591040042,0.8779310344827587,0.5895316804407713,0.8571428571428571,0.577639751552795
13,0.6114454862910718,0.7464237326091328,0.6202504941491774,0.7461526742930698,0.88,0.5917241379310345,0.8695652173913043,0.5900621118012422
14,0.6186779298792642,0.7419783374897962,0.6267519756159848,0.7377529445604604,0.8641379310344828,0.6151724137931035,0.84472049689441,0.6583850931677019
15,0.6163698831409835,0.746929980213414,0.6245242280880402,0.7408005424771914,0.8710344827586207,0.596551724137931,0.8571428571428571,0.6273291925465838
16,0.6306922150813592,0.7292690709070168,0.6392130516744016,0.7256119665904704,0.8289655172413793,0.6889655172413793,0.782608695652174,0.7204968944099379
17,0.617755093533268,0.7394419324933577,0.6265084503192344,0.7374861298589014,0.8572413793103448,0.6232782369146006,0.8260869565217391,0.6521739130434783
18,0.6257692534277682,0.7297849345404631,0.6340872931515863,0.7290418068011444,0.8344827586206897,0.6864231564438319,0.8012422360248447,0.7204968944099379
19,0.6326003039518193,0.7234412676733865,0.6414655092765565,0.7222905504534193,0.8055172413793104,0.7448275862068966,0.7515527950310559,0.782608695652174
20,0.6279853430098301,0.7270674040626853,0.6373582826569348,0.7274199930896932,0.8131034482758621,0.7396694214876033,0.7577639751552795,0.7577639751552795
21,0.6127784478714414,0.7413211741866464,0.6222147024173148,0.7416595052870891,0.8482758620689655,0.6597796143250688,0.8198757763975155,0.6521739130434783
22,0.6170685839999832,0.7417566614892561,0.6260746753739467,0.7356001954377424,0.8468965517241379,0.6473829201101928,0.8136645962732919,0.6894409937888198
23,0.6168752012149282,0.7389006795638909,0.6257150990199082,0.7368737676400524,0.8289655172413793,0.6900826446280992,0.7950310559006211,0.6894409937888198
24,0.6256703594297577,0.7293861888256258,0.6350662766897798,0.7272140265260459,0.8337931034482758,0.6942148760330579,0.7950310559006211,0.7080745341614907
25,0.637832142261749,0.7186806813882636,0.6466933534327269,0.7144991832925325,0.8055172413793104,0.7424242424242424,0.7577639751552795,0.7950310559006211
26,0.6263579738169838,0.7299809154848556,0.6346850690682507,0.7261338144925962,0.8337931034482758,0.6781529979324604,0.8012422360248447,0.7080745341614907
27,0.6459576083964681,0.7110139195257964,0.6548708760163036,0.7069224894291621,0.7682758620689655,0.791867677463818,0.7267080745341615,0.8198757763975155
28,0.6515891939973734,0.7050087136731172,0.6605337942923313,0.7020256662607699,0.7627586206896552,0.7929606625258799,0.7204968944099379,0.8198757763975155
29,0.6387875510463895,0.7192782552659994,0.6470169084988766,0.7145220425620243,0.7806896551724138,0.7665289256198347,0.7391304347826086,0.8012422360248447
30,0.6290702399456698,0.7236787084007531,0.6386479553099326,0.7232548358692005,0.7875862068965517,0.7703448275862069,0.7391304347826086,0.782608695652174
31,0.6258753636642613,0.7248792230872497,0.6349401858247187,0.7254641172731372,0.8227586206896552,0.7282758620689656,0.782608695652174,0.7577639751552795
32,0.633651319166909,0.7232794118618106,0.642677522153941,0.7178830265725502,0.7841379310344827,0.7498277050310131,0.7391304347826086,0.8012422360248447
33,0.6278900764315154,0.7208490841840813,0.6375390572681842,0.7234604701284291,0.7758620689655172,0.7993103448275862,0.7391304347826086,0.8012422360248447
34,0.6402423405771903,0.7138772517282778,0.6497120896284401,0.7107049391119681,0.7648275862068965,0.8056512749827704,0.7204968944099379,0.8198757763975155
35,0.6439311126887083,0.7114502519035902,0.6529433001526606,0.7073313495039864,0.7648275862068965,0.7980702963473466,0.7204968944099379,0.8198757763975155
36,0.6494331456561002,0.7115963305492023,0.6591683897084857,0.7022321794875934,0.7662068965517241,0.7820689655172414,0.7204968944099379,0.8322981366459627
37,0.661608177989165,0.6949974583183489,0.6709277444779241,0.6922442253822135,0.7475862068965518,0.818870523415978,0.7018633540372671,0.8322981366459627
38,0.644815497850979,0.7057551869725913,0.6543748444982348,0.7073207867953195,0.7627586206896552,0.8213793103448276,0.7204968944099379,0.8198757763975155
39,0.6391962410573193,0.7155521992502418,0.6485268543515443,0.7115985990368366,0.76,0.8168044077134986,0.7329192546583851,0.8322981366459627
40,0.6308580743944391,0.7221348383791665,0.6403677461695264,0.7206106964609285,0.7931034482758621,0.7681159420289855,0.7391304347826086,0.7950310559006211
41,0.6279062624800837,0.7260759019637291,0.6376906449816037,0.7228309039600539,0.8075862068965517,0.7424242424242424,0.7577639751552795,0.7950310559006211
42,0.6428158673778859,0.7117833123624422,0.65279654860318,0.7080513384854515,0.7627586206896552,0.7940771349862259,0.7204968944099379,0.8322981366459627
43,0.6604418283876923,0.6963503554292159,0.6699833411783037,0.6916123290708481,0.74,0.8257575757575758,0.7018633540372671,0.84472049689441
44,0.6355984725397742,0.7124756752892922,0.6451328520782317,0.7151997192107131,0.7703448275862069,0.8131034482758621,0.7267080745341615,0.8198757763975155
45,0.6575568445442077,0.7005675289422508,0.6668452167093718,0.6935296940414707,0.7289655172413793,0.8395316804407713,0.6956521739130435,0.8571428571428571
46,0.6425265220915466,0.7160607455301543,0.6517170190966611,0.7081615815836755,0.7544827586206897,0.7961432506887053,0.7204968944099379,0.8260869565217391
47,0.6443982130836626,0.707354653534716,0.6536569643872037,0.706839609063646,0.7455172413793103,0.8273480662983426,0.7142857142857143,0.8322981366459627
48,0.6543968481996384,0.7051552398199146,0.6638774942075725,0.6974316904309117,0.7517241379310344,0.8090971743625086,0.7080745341614907,0.8322981366459627
49,0.6358113494456733,0.7161959575864598,0.6458843316023373,0.7149984079191302,0.7724137931034483,0.800275482093664,0.7267080745341615,0.8074534161490683
50,0.6220841139120855,0.7264340373355775,0.6316388907951535,0.7295639676430528,0.829655172413793,0.7024793388429752,0.7888198757763976,0.7018633540372671
51,0.6399534089394074,0.7139771532101139,0.6494520380738532,0.7113027340744489,0.7620689655172413,0.8165517241379311,0.7204968944099379,0.8198757763975155
52,0.6572876136167611,0.7008006118915255,0.6664570325541924,0.6943079986268175,0.7193103448275862,0.8357487922705314,0.6832298136645962,0.8633540372670807
53,0.6321291771457742,0.7254879626632346,0.6421584412964413,0.7189661712189508,0.7779310344827586,0.7796143250688705,0.7329192546583851,0.7888198757763976
54,0.6600561930554347,0.700072410696915,0.6692552726211777,0.6918963828118171,0.7255172413793104,0.822880771881461,0.6894409937888198,0.8571428571428571
55,0.6335650746533393,0.715458410768669,0.6427851840784251,0.7169859382898982,0.7731034482758621,0.8023415977961432,0.7329192546583851,0.8136645962732919
56,0.6299925471097775,0.7214579552860516,0.6395075458540916,0.7205768708574801,0.8213793103448276,0.7258953168044077,0.7888198757763976,0.7391304347826086
